PeopleSoft #,Reference #,"Reference #
(less special characters)",Item Description,Mfg Name,Area,Lev 1,Cart Name,Shelf,UNSPSC Desc (Commodity Code),Status Current,Comments
000000000000468157,MTA4U0.075,MTA4U0075,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 7.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E18,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000495257,MTA4U0.080,MTA4U0080,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 8D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E21,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000546146,MTA4U0.085,MTA4U0085,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 8.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E24,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000447490,MTA4U0.090,MTA4U0090,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 9D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E27,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000496278,MTA4U0.095,MTA4U0095,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 9.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E30,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000450179,MTA4U0.100,MTA4U0100,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 10D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E33,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000537586,MTA4U0.105,MTA4U0105,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 10.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E36,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000454728,MTA4U0.110,MTA4U0110,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 11D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E39,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000541773,MTA4U0.115,MTA4U0115,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 11.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E42,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000537274,MTA4U0.120,MTA4U0120,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 12D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E45,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000435690,MTA4U0.125,MTA4U0125,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 12.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E48,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000368841,MTA4U0.140,MTA4U0140,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 14D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E57,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000537628,MTA4U0.145,MTA4U0145,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 14.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E60,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000456279,MTA4U0.150,MTA4U0150,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 15D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E63,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000475552,MTA4U0.160,MTA4U0160,LENS IOL PMMA CONVEXOPLNO ANT CHMB 1PC PLUS 16.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E69,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000456355,MTA4U0.165,MTA4U0165,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 16.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E72,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000101193,MTA4U0.170,MTA4U0170,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 17D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E75,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000442900,MTA4U0.175,MTA4U0175,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 17.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E78,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000481240,MTA4U0.180,MTA4U0180,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 18D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E81,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000497533,MTA4U0.185,MTA4U0185,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 18.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_E84,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000063066,MTA4U0.190,MTA4U0190,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 19D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F02,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000370042,MTA4U0.195,MTA4U0195,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 19.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F04,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000482775,MTA4U0.200,MTA4U0200,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 20D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F06,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000511594,MTA4U0.210,MTA4U0210,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 21D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F10,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000435270,MTA4U0.220,MTA4U0220,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 22D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F14,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000491379,MTA4U0.225,MTA4U0225,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 22.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F16,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000514161,MTA4U0.235,MTA4U0235,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 23.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F20,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000434703,MTA4U0.240,MTA4U0240,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 24D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F22,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000535131,MTA4U0.245,MTA4U0245,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 24.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F24,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000542668,MTA4U0.250,MTA4U0250,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 25D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F26,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000511630,MTA4U0.255,MTA4U0255,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 25.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F28,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000505479,MTA4U0.260,MTA4U0260,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 26D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F30,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000448908,MTA4U0.265,MTA4U0265,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 26.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F32,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000500650,MTA4U0U270,MTA4U0U270,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 27D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F34,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000441558,MTA4U0.275,MTA4U0275,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 27.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F36,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000441256,MTA4U0.280,MTA4U0280,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 28D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F38,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000444890,MTA4U0.285,MTA4U0285,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 28.5D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F40,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000488219,MTA4U0.290,MTA4U0290,LENS IOL PMMA CONVEXOPLANO ANT CHMB 1PC PLUS 29D 5.5MM 13MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F42,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000466410,MTA5U0.050,MTA5U0050,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F44,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000462983,MTA5U0.055,MTA5U0055,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 5.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F46,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000531595,MTA5U0.060,MTA5U0060,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 6D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F48,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000478648,MTA5U0.065,MTA5U0065,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 6.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_F50,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000436872,MTA5U0.070,MTA5U0070,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 7D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F52,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000465613,MTA5U0.075,MTA5U0075,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 7.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F54,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000504658,MTA5U0.080,MTA5U0080,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 8D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F56,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000465299,MTA5U0.085,MTA5U0085,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 8.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_F58,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000434195,MTA5U0.090,MTA5U0090,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 9D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_F60,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000462052,MTA5U0.095,MTA5U0095,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 9.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F62,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000497687,MTA5U0.100,MTA5U0100,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 10D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F64,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000433960,MTA5U0.105,MTA5U0105,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 10.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_F66,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000503607,MTA5U0.110,MTA5U0110,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 11D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F68,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000550975,MTA5U0.120,MTA5U0120,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 12D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F72,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000512248,MTA5U0.140,MTA5U0140,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 14D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F80,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000439186,MTA5U0.150,MTA5U0150,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 15D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_F84,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000463875,MTA5U0.155,MTA5U0155,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 15.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G03,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000479426,MTA5U0.160,MTA5U0160,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 16.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G06,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000514788,MTA5U0.165,MTA5U0165,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 16.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_G09,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000461047,MTA5U0.170,MTA5U0170,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 17D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G12,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000465962,MTA5U0.175,MTA5U0175,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 17.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G15,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000453796,MTA5U0.180,MTA5U0180,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 18D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G18,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000525042,MTA5U0.185,MTA5U0185,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 18.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G21,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000504371,MTA5U0.190,MTA5U0190,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 19D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G24,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000536096,MTA5U0.195,MTA5U0195,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 19.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G27,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000533243,MTA5U0.205,MTA5U0205,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 20.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G33,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000457005,MTA5U0.210,MTA5U0210,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 21D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G36,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000505975,MTA5U0.215,MTA5U0215,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 21.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G39,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000482874,MTA5U0.220,MTA5U0220,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 22D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G42,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000443389,MTA5U0.230,MTA5U0230,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 23D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G48,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000533742,MTA5U0.240,MTA5U0240,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 24D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G54,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000527314,MTA5U0.245,MTA5U0245,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 24.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G57,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000463656,MTA5U0.255,MTA5U0255,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 25.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_G63,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000432643,MTA5U0.265,MTA5U0265,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 26.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G69,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000504659,MTA5U0.270,MTA5U0270,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 27D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G72,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000469132,MTA5U0.275,MTA5U0275,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 27.5D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G75,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000442161,MTA5U0.280,MTA5U0280,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 28D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_G78,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000525943,MTA5U0.290,MTA5U0290,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 29D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G84,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000472079,MTA5U0.295,MTA5U0295,LENS IOL PMMA CONVEXOPLANO ANT CHMB PLUS 29.5D 5.5MM 13.5MM,ALCON INC,CONS,AA01,CONS AA01,_G87,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000528699,MTA5U0.300,MTA5U0300,LENS IOL PMMA CONVEXOPLANO CHMB 1PC PLUS 30D 5.5MM 13.5MM,ALCON LABORATORIES INC,CONS,AA01,CONS AA01,_G90,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000466608,SN60WF.060,SN60WF060,LENS IOL ACR ASPH CHMB IQ SGL 0 DEG PLUS 6D 6MM OPTIC 13MM,ALCON INC,CONS,AA02,CONS AA02,_B03,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000440273,SN60WF.065,SN60WF065,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 6.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B06,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000503273,SN60WF.070,SN60WF070,LENS IOL ACR ASPH CHMB IQ SGL 0 DEG PLUS 7D 6MM OPTIC 13MM,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B09,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000476495,SN60WF.075,SN60WF075,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 7.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B12,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000540266,SN60WF.080,SN60WF080,LENS IOL ACR BCON FLDBL 0 DEG PLUS 8.0 D 6MM OPTIC DIA 13MM,ALCON INC,CONS,AA02,CONS AA02,_B15,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000471028,SN60WF.085,SN60WF085,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 8.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B18,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000441942,SN60WF.090,SN60WF090,LENS IOL ACR ASPH CHMB IQ SGL 0 DEG PLUS 9D 6MM OPTIC 13MM,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B21,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000436196,SN60WF.095,SN60WF095,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 9.5D 6MM SN60WF,ALCON INC,CONS,AA02,CONS AA02,_B24,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000513391,SN60WF.100,SN60WF100,LENS IOL ACR ASPH POST CHMB 1PC 0 DEG PLUS 10D 6MM,ALCON INC,CONS,AA02,CONS AA02,_B27,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000472932,SN60WF.105,SN60WF105,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 10.5D 6MM SN60WF,ALCON INC,CONS,AA02,CONS AA02,_B30,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000122226,SN60WF.110,SN60WF110,LENS IOL ACR ASPH POST CHMB 1PC 0 DEG PLUS 11D 6MM,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B33,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000203785,SN60WF.115,SN60WF115,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 11.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B36,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000004911,SN60WF.120,SN60WF120,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 12.0D 6MM,ALCON INC,CONS,AA02,CONS AA02,_B39,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000452783,SN60WF.125,SN60WF125,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 12.5D 6MM SN60WF,ALCON INC,CONS,AA02,CONS AA02,_B42,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000014118,SN60WF.130,SN60WF130,LENS IOL ACR ASPH POST CHMB 1PC FLD 0 DEG PLUS 13D 6MM,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B45,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000050028,SN60WF.135,SN60WF135,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 13.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B48,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000128060,SN60WF.140,SN60WF140,LENS IOL ACR ASPH POST CHMB 1PC 0 DEG PLUS 14D 6MM,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B51,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000193492,SN60WF.145,SN60WF145,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 14.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_B54,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000044854,SN60WF.150,SN60WF150,LENS IOL ACR ASPH POST CHMB 1PC 0 DEG PLUS 15D 6MM,ALCON INC,CONS,AA02,CONS AA02,_B57,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000175251,SN60WF.155,SN60WF155,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 15.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_C05,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000158033,SN60WF.160,SN60WF160,LENS IOL ACR BCON ASPH POST CHMB ACRYSOF IQ 0 DEG PLUS 16 D,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_C10,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000138144,SN60WF.165,SN60WF165,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 16.5D 6MM SN60WF,ALCON LABORATORIES INC,CONS,AA02,CONS AA02,_C15,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000004962,SN60WF.170,SN60WF170,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 17D 6MM,ALCON INC,CONS,AA02,CONS AA02,_C20,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
000000000000016521,SN60WF.175,SN60WF175,LENS IOL ACR ASPH POST 1PC 0 DEG PLUS 17.5D 6MM SN60WF,ALCON INC,CONS,AA02,CONS AA02,_C25,24 Intraocular lens IOL,Active,Consignment Lens - Call Supply Team 
